"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-118.49,34.27,34,4877,815,2521,781,5.5714,225900
-118.49,34.27,33,3047,527,1578,507,4.58,236200
-118.49,34.26,27,2722,468,1164,419,4.6591,239900
-118.49,34.26,25,8389,1872,4483,1747,3.5497,261300
-118.49,34.25,33,2088,383,960,362,4.3333,232900
-118.49,34.25,30,2871,470,1335,458,5.0232,253900
-118.49,34.25,28,4054,712,2164,746,5,258000
-118.49,34.24,35,2707,446,1224,445,5.2939,244200
-118.49,34.24,34,1971,316,917,307,6.0965,262300
-118.49,34.23,32,4373,683,2040,693,5.2668,242300
-118.49,34.22,30,1756,314,899,288,5.0325,238200
-118.49,34.21,25,1131,449,746,420,1.3565,225000
