"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-118.41,33.97,37,1629,275,668,266,6.1333,387200
-118.41,33.96,44,1802,306,753,282,6.0286,356000
-118.41,33.96,15,412,128,310,137,3.9792,266700
-118.41,33.94,45,2038,394,1086,387,4.7375,289600
-118.41,33.93,38,3328,625,1455,619,5.0596,363900
-118.41,33.93,22,2514,605,1225,568,4.1818,339700
-118.41,33.92,38,1437,272,590,250,5.2338,358000
-118.41,33.92,32,2590,607,1132,555,4.2333,358000
-118.41,33.92,29,1436,401,674,343,3.6389,275000
-118.41,33.92,22,2340,584,1141,554,4.5729,337500
-118.41,33.9,39,2311,404,1044,380,8.468,472100
-118.41,33.9,39,2040,336,926,351,7.5552,500001
-118.41,33.89,38,4166,828,1600,770,6.3861,500001
